id	name	weight	volume	type
ZEh1G	Medical Equipment	2083	4.1660	Delicate
aZFyb	Home Appliances	26122	26.1220	Normal
JSjlI	Chemicals	447	0.4470	Dangerous
MWKAx	Electronics	967	0.4835	Normal
AISUa	Apparel	341	0.0682	Normal
LmKjE	Apparel	346	0.0692	Normal
CZPl1	Machinery	86980	173.9600	Normal
FMNhd	Delicate Machinery	20285	40.5700	Delicate
WKNly	Apparel	297	0.0594	Normal
emxKZ	Machinery	94453	188.9060	Normal
uj3gA	Bottled Products	2771	2.7710	Normal
moASi	Electronics	150	0.0750	Normal
zCOKu	Apparel	739	0.1478	Normal
sak2P	Delicate Machinery	21742	43.4840	Delicate
GMn5l	Bottled Beverages	1942	1.9420	Normal
wKS0Y	Chemicals	311	0.3110	Dangerous
sMNcC	Automobile Parts	11108	22.2160	Normal
aWX5B	Chemicals	282	0.2820	Dangerous
TrMpj	Furniture	5955	5.9550	Normal
dKZB0	Apparel	920	0.1840	Normal
ojNu2	Apparel	682	0.1364	Normal
uEXjD	Delicate Machinery	30874	61.7480	Delicate
PLwaV	Furniture	4751	4.7510	Normal
LtsI1	Electronics	489	0.2445	Normal
QWFPw	Automobile Parts	10693	21.3860	Normal
XFom9	Automobile Parts	12526	25.0520	Normal
J1slc	Chemicals	13	0.0130	Dangerous
oaZwV	Delicate Machinery	48443	96.8860	Delicate
f6CRn	Medical Equipment	1082	2.1640	Delicate
56sve	Bottled Beverages	1510	1.5100	Normal
cgOf5	Home Appliances	48417	48.4170	Normal
KWibg	Bottled Beverages	6780	6.7800	Normal
jyhvo	Food	6107	4.8856	Normal
1ZORE	Bottled Beverages	14634	14.6340	Normal
ZTK1Q	Chemicals	333	0.3330	Dangerous
kbXap	Food	7115	5.6920	Normal
H81VX	Machinery	94514	189.0280	Normal
EYlWV	Electronics	956	0.4780	Normal
HpxmI	Apparel	432	0.0864	Normal
HskK8	Apparel	332	0.0664	Normal
O2hXD	Furniture	10385	10.3850	Normal
pAIWe	Arts and Crafts	437	0.4370	Delicate
FqjUc	Bottled Products	8223	8.2230	Normal
ueCcI	Home Appliances	81999	81.9990	Normal
SlMaC	Food	7171	5.7368	Normal
0fuGl	Furniture	3819	3.8190	Normal
mRVHl	Automobile Parts	23322	46.6440	Normal
kSpHM	Chemicals	416	0.4160	Dangerous
xlcam	Bottled Beverages	9372	9.3720	Normal
UI25V	Bottled Products	3545	3.5450	Normal
Zv1eW	Medical Equipment	1647	3.2940	Delicate
bo2Pm	Automobile Parts	24886	49.7720	Normal
72Ajz	Furniture	5768	5.7680	Normal
nNY2R	Bottled Products	9100	9.1000	Normal
eBZCF	Furniture	356	0.3560	Normal
1QMGF	Electronics	747	0.3735	Normal
Fcjow	Machinery	32299	64.5980	Normal
ehzGa	Medical Equipment	2002	4.0040	Delicate
tRYHT	Home Appliances	31686	31.6860	Normal
DHhKP	Food	22168	17.7344	Normal
3ak79	Bottled Products	4891	4.8910	Normal
cyHQF	Medical Equipment	2384	4.7680	Delicate
RNiZ4	Medical Equipment	825	1.6500	Delicate
vb5gh	Delicate Machinery	9009	18.0180	Delicate
xPi9M	Electronics	737	0.3685	Normal
Bqi2y	Furniture	3797	3.7970	Normal
gWEyI	Delicate Machinery	49463	98.9260	Delicate
85tP1	Home Appliances	76620	76.6200	Normal
sqrFW	Automobile Parts	19124	38.2480	Normal
fs5WD	Home Appliances	10433	10.4330	Normal
uwE96	Medical Equipment	1176	2.3520	Delicate
mqc9f	Home Appliances	65826	65.8260	Normal
T3jDa	Arts and Crafts	557	0.5570	Delicate
68WOb	Machinery	54417	108.8340	Normal
Nq1OF	Machinery	48415	96.8300	Normal
4DYQg	Chemicals	43	0.0430	Dangerous
t10ma	Furniture	8836	8.8360	Normal
pRLvY	Bottled Products	748	0.7480	Normal
jOiz2	Arts and Crafts	357	0.3570	Delicate
4rg5E	Medical Equipment	1056	2.1120	Delicate
iYlt3	Apparel	936	0.1872	Normal
H6o4t	Home Appliances	3659	3.6590	Normal
EA1dw	Medical Equipment	1314	2.6280	Delicate
gIAOW	Bottled Products	5667	5.6670	Normal
3P9Fs	Medical Equipment	1119	2.2380	Delicate
H6DRp	Chemicals	176	0.1760	Dangerous
vEFmb	Home Appliances	13277	13.2770	Normal
L9pkZ	Bottled Products	1245	1.2450	Normal
fPhQH	Bottled Beverages	10944	10.9440	Normal
JCBIa	Apparel	50	0.0100	Normal
POgCB	Bottled Beverages	10098	10.0980	Normal
QGZxU	Electronics	246	0.1230	Normal
r3cQV	Bottled Products	466	0.4660	Normal
cXoJr	Medical Equipment	1165	2.3300	Delicate
hf2OM	Apparel	889	0.1778	Normal
hN6Bt	Furniture	7840	7.8400	Normal
Cx3nr	Furniture	3312	3.3120	Normal
k9rOL	Bottled Beverages	840	0.8400	Normal
WcVH2	Home Appliances	92559	92.5590	Normal
PoVGZ	Automobile Parts	20370	40.7400	Normal
K76eo	Electronics	636	0.3180	Normal
KXkcx	Apparel	653	0.1306	Normal
fdYCz	Delicate Machinery	4079	8.1580	Delicate
GAJBz	Medical Equipment	960	1.9200	Delicate
a3T9c	Chemicals	177	0.1770	Dangerous
Jn2ma	Machinery	52739	105.4780	Normal
Nfv2J	Machinery	84732	169.4640	Normal
D3os4	Furniture	2045	2.0450	Normal
JHvq0	Apparel	262	0.0524	Normal
QzKtg	Food	21811	17.4488	Normal
ElynP	Electronics	674	0.3370	Normal
GjEd3	Delicate Machinery	2639	5.2780	Delicate
st1ZW	Food	16141	12.9128	Normal
Z4lH8	Food	19378	15.5024	Normal
iDIO9	Medical Equipment	2354	4.7080	Delicate
fkHEL	Bottled Beverages	4562	4.5620	Normal
y0M2L	Home Appliances	89690	89.6900	Normal
utKoQ	Automobile Parts	19253	38.5060	Normal
jkDot	Electronics	839	0.4195	Normal
07myQ	Automobile Parts	14996	29.9920	Normal
rJjub	Machinery	92383	184.7660	Normal
LwexD	Bottled Products	7281	7.2810	Normal
HMg1c	Delicate Machinery	16683	33.3660	Delicate
NBLgj	Chemicals	19	0.0190	Dangerous
MAJ90	Furniture	3186	3.1860	Normal
BaVcd	Food	11892	9.5136	Normal
9pHd1	Delicate Machinery	3185	6.3700	Delicate
NaBMR	Home Appliances	43998	43.9980	Normal
b3C6R	Delicate Machinery	7371	14.7420	Delicate
YSJVL	Furniture	1023	1.0230	Normal
ISUtN	Chemicals	274	0.2740	Dangerous
Gnj0T	Food	3203	2.5624	Normal
AQndk	Bottled Products	7269	7.2690	Normal
yaPmR	Electronics	467	0.2335	Normal
cC8h0	Home Appliances	26535	26.5350	Normal
yQXO7	Electronics	63	0.0315	Normal
4y58G	Arts and Crafts	455	0.4550	Delicate
Ss2Mu	Medical Equipment	13	0.0260	Delicate
Gum3R	Bottled Products	7546	7.5460	Normal
VgwCL	Food	14125	11.3000	Normal
3asvB	Furniture	9469	9.4690	Normal
8UrRa	Chemicals	176	0.1760	Dangerous
1Cgnr	Machinery	94313	188.6260	Normal
oQRGK	Electronics	716	0.3580	Normal
tre2d	Chemicals	328	0.3280	Dangerous
2d9kq	Automobile Parts	9979	19.9580	Normal
yMlLv	Bottled Beverages	9917	9.9170	Normal
ZdhPx	Medical Equipment	275	0.5500	Delicate
KIavk	Apparel	30	0.0060	Normal
e5VH9	Chemicals	454	0.4540	Dangerous
xDW7y	Apparel	154	0.0308	Normal
3X7z1	Arts and Crafts	397	0.3970	Delicate
kY3Np	Electronics	186	0.0930	Normal
kCGYH	Machinery	7618	15.2360	Normal
Jcmug	Medical Equipment	1717	3.4340	Delicate
KHbhm	Delicate Machinery	23953	47.9060	Delicate
UsIBX	Electronics	997	0.4985	Normal
osdE3	Home Appliances	32078	32.0780	Normal
Jadz2	Home Appliances	32534	32.5340	Normal
TKlqW	Medical Equipment	1601	3.2020	Delicate
Q1vyA	Delicate Machinery	39629	79.2580	Delicate
OuRTC	Bottled Beverages	12337	12.3370	Normal
KGqjz	Chemicals	87	0.0870	Dangerous
4zeK0	Electronics	543	0.2715	Normal
dURaf	Food	23968	19.1744	Normal
jIWn2	Bottled Products	5391	5.3910	Normal
4VubZ	Furniture	14114	14.1140	Normal
bgx4H	Electronics	590	0.2950	Normal
1TRxN	Automobile Parts	23150	46.3000	Normal
6YM5D	Electronics	680	0.3400	Normal
C9TH5	Home Appliances	30532	30.5320	Normal
rdtNm	Food	22939	18.3512	Normal
bfCVr	Apparel	231	0.0462	Normal
vturz	Chemicals	193	0.1930	Dangerous
dwVnq	Chemicals	110	0.1100	Dangerous
uKv4x	Bottled Products	539	0.5390	Normal
xj9w2	Chemicals	478	0.4780	Dangerous
XoV3s	Apparel	347	0.0694	Normal
3bVkI	Furniture	13407	13.4070	Normal
qZbpd	Medical Equipment	43	0.0860	Delicate
IaG3u	Bottled Beverages	2207	2.2070	Normal
62BCe	Arts and Crafts	556	0.5560	Delicate
Nj4Lv	Automobile Parts	16954	33.9080	Normal
bPNhZ	Arts and Crafts	840	0.8400	Delicate
pBUWj	Medical Equipment	610	1.2200	Delicate
ZDOsh	Machinery	20517	41.0340	Normal
bo94Q	Automobile Parts	15903	31.8060	Normal
GeSHT	Bottled Products	8864	8.8640	Normal
c0Biz	Machinery	7658	15.3160	Normal
AuqTm	Medical Equipment	2217	4.4340	Delicate
9q7lb	Automobile Parts	5600	11.2000	Normal
lhJgL	Machinery	7891	15.7820	Normal
6WarD	Furniture	10308	10.3080	Normal
5oamq	Bottled Products	1916	1.9160	Normal
ydfve	Delicate Machinery	4122	8.2440	Delicate
gmJW7	Electronics	227	0.1135	Normal
tGx1i	Delicate Machinery	26085	52.1700	Delicate
CzD0k	Apparel	556	0.1112	Normal
JTQCL	Medical Equipment	116	0.2320	Delicate
BbHgs	Machinery	44441	88.8820	Normal
Ed3NI	Electronics	133	0.0665	Normal
2GEfw	Home Appliances	88550	88.5500	Normal
BTvVU	Medical Equipment	1637	3.2740	Delicate
OmAjy	Medical Equipment	2304	4.6080	Delicate
nryFM	Arts and Crafts	361	0.3610	Delicate
XYxQf	Medical Equipment	68	0.1360	Delicate
PRnpb	Chemicals	413	0.4130	Dangerous
XBb84	Arts and Crafts	896	0.8960	Delicate
d5D3V	Furniture	5430	5.4300	Normal
W3VoI	Arts and Crafts	681	0.6810	Delicate
sECBL	Machinery	21663	43.3260	Normal
2j69J	Chemicals	230	0.2300	Dangerous
jH9Cn	Electronics	776	0.3880	Normal
iAOjb	Delicate Machinery	31547	63.0940	Delicate
iwCEZ	Machinery	10025	20.0500	Normal
9HxCW	Arts and Crafts	531	0.5310	Delicate
m3Ryl	Furniture	4865	4.8650	Normal
xe6M8	Medical Equipment	93	0.1860	Delicate
GmCgN	Arts and Crafts	609	0.6090	Delicate
OJrfE	Bottled Beverages	6868	6.8680	Normal
lLXIF	Medical Equipment	1457	2.9140	Delicate
qdS3l	Food	12962	10.3696	Normal
I2JAH	Bottled Beverages	4785	4.7850	Normal
oDPUM	Electronics	82	0.0410	Normal
D0ZqE	Machinery	29534	59.0680	Normal
lJ8xD	Medical Equipment	1456	2.9120	Delicate
xn6MU	Furniture	8844	8.8440	Normal
lfrDe	Machinery	30080	60.1600	Normal
NVj5L	Furniture	3442	3.4420	Normal
t8Y6Z	Electronics	295	0.1475	Normal
JPMNc	Chemicals	452	0.4520	Dangerous
8J6zG	Furniture	1471	1.4710	Normal
MPDBA	Apparel	222	0.0444	Normal
5uqdK	Apparel	625	0.1250	Normal
6Q0sR	Machinery	10831	21.6620	Normal
Prh65	Food	19109	15.2872	Normal
HLdiq	Furniture	14313	14.3130	Normal
7wngq	Chemicals	205	0.2050	Dangerous
WLCta	Apparel	434	0.0868	Normal
79uHh	Home Appliances	1861	1.8610	Normal
xXSiH	Automobile Parts	19469	38.9380	Normal
R2QAW	Home Appliances	2728	2.7280	Normal
Joh3s	Arts and Crafts	26	0.0260	Delicate
qprLW	Bottled Beverages	4146	4.1460	Normal
Y583d	Automobile Parts	4314	8.6280	Normal
troCA	Electronics	103	0.0515	Normal
TsJnW	Food	9543	7.6344	Normal
FRxp1	Furniture	14943	14.9430	Normal
c15sX	Home Appliances	92756	92.7560	Normal
6u4NV	Medical Equipment	1454	2.9080	Delicate
Ym75c	Automobile Parts	9784	19.5680	Normal
i4Zap	Home Appliances	66367	66.3670	Normal
4qHSO	Bottled Beverages	1739	1.7390	Normal
W4AKG	Home Appliances	35525	35.5250	Normal
FiTWo	Home Appliances	95252	95.2520	Normal
H8Tr7	Chemicals	430	0.4300	Dangerous
bpMGB	Food	3139	2.5112	Normal
8Amwp	Bottled Beverages	10857	10.8570	Normal
cIzGA	Delicate Machinery	39055	78.1100	Delicate
k9pgG	Automobile Parts	19201	38.4020	Normal
zst13	Machinery	9398	18.7960	Normal
cNC93	Food	20116	16.0928	Normal
aDsmq	Home Appliances	93092	93.0920	Normal
3YTSD	Bottled Products	1387	1.3870	Normal
Hq7jz	Delicate Machinery	45850	91.7000	Delicate
PjW0q	Food	21539	17.2312	Normal
Tr8lH	Medical Equipment	1021	2.0420	Delicate
Fa6rS	Automobile Parts	14107	28.2140	Normal
a0rfZ	Bottled Products	364	0.3640	Normal
UBcX2	Electronics	434	0.2170	Normal
vE3Dj	Arts and Crafts	614	0.6140	Delicate
XLJQP	Delicate Machinery	39404	78.8080	Delicate
wtJNq	Apparel	732	0.1464	Normal
T7q5a	Bottled Products	4287	4.2870	Normal
zuA6C	Bottled Beverages	11688	11.6880	Normal
2yTSs	Bottled Beverages	3280	3.2800	Normal
Xv7kB	Bottled Products	5217	5.2170	Normal
GI870	Apparel	205	0.0410	Normal
bJWPv	Delicate Machinery	39929	79.8580	Delicate
1KS76	Electronics	125	0.0625	Normal
NjQra	Delicate Machinery	49179	98.3580	Delicate
sdoyB	Electronics	479	0.2395	Normal
IJ6TR	Apparel	595	0.1190	Normal
W6COt	Arts and Crafts	60	0.0600	Delicate
VKi5Q	Apparel	933	0.1866	Normal
a6Ah0	Chemicals	168	0.1680	Dangerous
WJDnT	Delicate Machinery	15910	31.8200	Delicate
JFHkO	Food	13974	11.1792	Normal
apkEu	Machinery	76863	153.7260	Normal
zgaFn	Electronics	496	0.2480	Normal
hWBjs	Electronics	456	0.2280	Normal
cK6FR	Machinery	54428	108.8560	Normal
WY38A	Home Appliances	69916	69.9160	Normal
bvKAJ	Medical Equipment	1232	2.4640	Delicate
Qs7jT	Electronics	995	0.4975	Normal
YiEsR	Electronics	88	0.0440	Normal
2o0W4	Delicate Machinery	25807	51.6140	Delicate
qBzAi	Food	8397	6.7176	Normal
nexY5	Bottled Beverages	240	0.2400	Normal
3RDwb	Arts and Crafts	757	0.7570	Delicate
ZwNzd	Medical Equipment	1935	3.8700	Delicate
4zpj7	Apparel	765	0.1530	Normal
U6wFj	Bottled Products	5204	5.2040	Normal
873KU	Furniture	460	0.4600	Normal
2p4sm	Arts and Crafts	768	0.7680	Delicate
q3Vyb	Medical Equipment	1338	2.6760	Delicate
w8vm0	Medical Equipment	2415	4.8300	Delicate
0PT1W	Machinery	24364	48.7280	Normal
hotSC	Apparel	576	0.1152	Normal
VRTcJ	Food	10167	8.1336	Normal
ZowaJ	Bottled Beverages	14543	14.5430	Normal
3mOyi	Bottled Beverages	1706	1.7060	Normal
VbAfX	Furniture	7743	7.7430	Normal
rzsjU	Bottled Beverages	649	0.6490	Normal
16sZP	Apparel	880	0.1760	Normal
SdEis	Machinery	9218	18.4360	Normal
teIVF	Bottled Products	9417	9.4170	Normal
n2Mq4	Bottled Products	4149	4.1490	Normal
kq1CY	Electronics	426	0.2130	Normal
28fQ5	Delicate Machinery	16283	32.5660	Delicate
m7kCP	Food	10474	8.3792	Normal
yO4lG	Arts and Crafts	708	0.7080	Delicate
ND64k	Furniture	4814	4.8140	Normal
2Mwcm	Apparel	988	0.1976	Normal
58jhx	Arts and Crafts	489	0.4890	Delicate
iEh0m	Food	1980	1.5840	Normal
4ayKe	Delicate Machinery	12415	24.8300	Delicate
f79nD	Medical Equipment	1682	3.3640	Delicate
q0DVC	Medical Equipment	1316	2.6320	Delicate
IBsSC	Home Appliances	28587	28.5870	Normal
WitCa	Furniture	5995	5.9950	Normal
TMHGz	Bottled Beverages	9822	9.8220	Normal
OZcEe	Arts and Crafts	991	0.9910	Delicate
WY2DB	Bottled Products	3245	3.2450	Normal
HRifF	Home Appliances	35834	35.8340	Normal
qiomP	Machinery	7896	15.7920	Normal
AsNRu	Home Appliances	42254	42.2540	Normal
R9AfS	Electronics	315	0.1575	Normal
Caewg	Bottled Beverages	11945	11.9450	Normal
YGTjV	Apparel	549	0.1098	Normal
62ukE	Apparel	743	0.1486	Normal
UD0Ss	Home Appliances	32156	32.1560	Normal
8hupn	Automobile Parts	5149	10.2980	Normal
zCy4D	Apparel	727	0.1454	Normal
Lr3gM	Delicate Machinery	32826	65.6520	Delicate
kis47	Delicate Machinery	48169	96.3380	Delicate
0MT1K	Machinery	30630	61.2600	Normal
ARcG1	Bottled Beverages	3141	3.1410	Normal
iwX7D	Home Appliances	35318	35.3180	Normal
uc4ZJ	Medical Equipment	1694	3.3880	Delicate
U5No2	Chemicals	332	0.3320	Dangerous
o5PZG	Machinery	44510	89.0200	Normal
Cksdt	Furniture	13276	13.2760	Normal
esYCT	Machinery	9130	18.2600	Normal
rlXMU	Home Appliances	26111	26.1110	Normal
nX04k	Bottled Products	4598	4.5980	Normal
M6kX9	Food	23165	18.5320	Normal
bLOyT	Arts and Crafts	511	0.5110	Delicate
EZlON	Bottled Beverages	11958	11.9580	Normal
fthKD	Medical Equipment	106	0.2120	Delicate
BZchs	Bottled Products	9248	9.2480	Normal
U2O3n	Food	15434	12.3472	Normal
PKFrX	Chemicals	303	0.3030	Dangerous
xybkH	Apparel	175	0.0350	Normal
86KiD	Bottled Products	5784	5.7840	Normal
L8Z3X	Machinery	18983	37.9660	Normal
DqMeu	Medical Equipment	875	1.7500	Delicate
W1ewL	Automobile Parts	8847	17.6940	Normal
PkUqM	Delicate Machinery	27781	55.5620	Delicate
rUa7b	Chemicals	150	0.1500	Dangerous
mZX2L	Electronics	162	0.0810	Normal
eszxJ	Medical Equipment	2454	4.9080	Delicate
WFbnJ	Electronics	376	0.1880	Normal
sQIlc	Delicate Machinery	37567	75.1340	Delicate
Indvh	Delicate Machinery	846	1.6920	Delicate
nTsUR	Delicate Machinery	49245	98.4900	Delicate
vIm2c	Medical Equipment	2481	4.9620	Delicate
zXrk9	Home Appliances	24200	24.2000	Normal
8ad2q	Medical Equipment	1531	3.0620	Delicate
5lW6v	Delicate Machinery	7814	15.6280	Delicate
lQshD	Arts and Crafts	487	0.4870	Delicate
m45F6	Medical Equipment	1832	3.6640	Delicate
bArHq	Bottled Beverages	486	0.4860	Normal
2q8y0	Bottled Beverages	11827	11.8270	Normal
IaN6G	Furniture	6183	6.1830	Normal
OKmx9	Medical Equipment	2144	4.2880	Delicate
oAEdN	Arts and Crafts	584	0.5840	Delicate
ikBA5	Chemicals	298	0.2980	Dangerous
AhfMw	Delicate Machinery	22355	44.7100	Delicate
nSQAx	Bottled Products	4699	4.6990	Normal
93lWK	Bottled Beverages	10973	10.9730	Normal
7gMAT	Delicate Machinery	42320	84.6400	Delicate
u5aIf	Chemicals	181	0.1810	Dangerous
edDXu	Machinery	29303	58.6060	Normal
4dCDS	Electronics	867	0.4335	Normal
y0XjN	Furniture	6834	6.8340	Normal
wZV2v	Food	23771	19.0168	Normal
K3kfE	Machinery	82418	164.8360	Normal
x9MQF	Arts and Crafts	832	0.8320	Delicate
srIvA	Food	19917	15.9336	Normal
4cMIw	Medical Equipment	310	0.6200	Delicate
zk43t	Chemicals	222	0.2220	Dangerous
MLkev	Furniture	139	0.1390	Normal
YmrP1	Home Appliances	45537	45.5370	Normal
t7y8c	Automobile Parts	17223	34.4460	Normal
UOQxE	Bottled Products	1448	1.4480	Normal
caHq7	Furniture	8449	8.4490	Normal
OI3p4	Bottled Beverages	12722	12.7220	Normal
6JhRN	Bottled Products	8822	8.8220	Normal
sdhuQ	Machinery	28350	56.7000	Normal
SuGxZ	Machinery	81273	162.5460	Normal
0K9lJ	Chemicals	160	0.1600	Dangerous
7xFJE	Chemicals	214	0.2140	Dangerous
vHPmt	Apparel	818	0.1636	Normal
yEQL5	Bottled Beverages	8022	8.0220	Normal
BpJyx	Medical Equipment	2316	4.6320	Delicate
DZoX8	Home Appliances	2546	2.5460	Normal
bQo0G	Chemicals	407	0.4070	Dangerous
a69zW	Furniture	5270	5.2700	Normal
Pzy3D	Arts and Crafts	779	0.7790	Delicate
WXv78	Food	9227	7.3816	Normal
od4KB	Medical Equipment	2359	4.7180	Delicate
v0pEB	Electronics	835	0.4175	Normal
djF6A	Food	6288	5.0304	Normal
S5uok	Chemicals	280	0.2800	Dangerous
h4Lm9	Home Appliances	32138	32.1380	Normal
FYbpg	Machinery	26184	52.3680	Normal
qplGE	Home Appliances	67495	67.4950	Normal
fe09H	Food	7684	6.1472	Normal
yPS4Y	Food	16856	13.4848	Normal
k3bK5	Home Appliances	7665	7.6650	Normal
ncUQC	Bottled Beverages	14160	14.1600	Normal
sU0yR	Chemicals	433	0.4330	Dangerous
2OrKI	Delicate Machinery	9855	19.7100	Delicate
PZt0M	Medical Equipment	988	1.9760	Delicate
7OZHq	Electronics	484	0.2420	Normal
zxMAG	Arts and Crafts	596	0.5960	Delicate
S4kd0	Furniture	7688	7.6880	Normal
zWgex	Chemicals	348	0.3480	Dangerous
W92JL	Delicate Machinery	18164	36.3280	Delicate
zPfTB	Bottled Beverages	14095	14.0950	Normal
Oqgyo	Apparel	317	0.0634	Normal
X0Fg7	Apparel	308	0.0616	Normal
Ao6g1	Machinery	19420	38.8400	Normal
xuOwT	Apparel	272	0.0544	Normal
CYQ2X	Automobile Parts	2737	5.4740	Normal
kSLhy	Bottled Beverages	6119	6.1190	Normal
gIxPz	Furniture	2764	2.7640	Normal
JeFfl	Bottled Products	7311	7.3110	Normal
4YatV	Arts and Crafts	293	0.2930	Delicate
JEWmG	Apparel	273	0.0546	Normal
sPi6l	Medical Equipment	1655	3.3100	Delicate
QcraU	Furniture	7608	7.6080	Normal
UzM26	Medical Equipment	430	0.8600	Delicate
VtzjQ	Automobile Parts	1171	2.3420	Normal
tk2G6	Apparel	345	0.0690	Normal
AsGYZ	Arts and Crafts	903	0.9030	Delicate
qbjrl	Food	1883	1.5064	Normal
be1ND	Apparel	323	0.0646	Normal
q06QA	Furniture	6541	6.5410	Normal
0CnVP	Chemicals	378	0.3780	Dangerous
UZ9YB	Home Appliances	47231	47.2310	Normal
35yJn	Furniture	3653	3.6530	Normal
BUg8Q	Arts and Crafts	519	0.5190	Delicate
vdbeB	Medical Equipment	1550	3.1000	Delicate
3YMA6	Automobile Parts	5891	11.7820	Normal
cMXok	Furniture	4596	4.5960	Normal
EDOap	Home Appliances	1900	1.9000	Normal
pygMf	Automobile Parts	7696	15.3920	Normal
EL4iI	Chemicals	306	0.3060	Dangerous
eni4t	Home Appliances	46135	46.1350	Normal
KRdNJ	Electronics	254	0.1270	Normal
fCc7A	Machinery	76778	153.5560	Normal
rlsQS	Medical Equipment	946	1.8920	Delicate
NFLfK	Food	14153	11.3224	Normal
2cLf3	Home Appliances	7734	7.7340	Normal
EfNxj	Home Appliances	8645	8.6450	Normal
Sbdqr	Delicate Machinery	40879	81.7580	Delicate
vEUNO	Food	6788	5.4304	Normal
NBUxH	Bottled Products	270	0.2700	Normal
GwkiE	Furniture	3508	3.5080	Normal
Wv7P0	Medical Equipment	99	0.1980	Delicate
5KH9B	Automobile Parts	5518	11.0360	Normal
RK7xu	Delicate Machinery	14476	28.9520	Delicate
XkcjO	Home Appliances	68573	68.5730	Normal
iL1dQ	Bottled Beverages	10608	10.6080	Normal
2618w	Apparel	170	0.0340	Normal
7abh4	Bottled Products	8948	8.9480	Normal
lN56a	Food	9477	7.5816	Normal
IMgxz	Arts and Crafts	707	0.7070	Delicate
Y4b3m	Bottled Beverages	10121	10.1210	Normal
ZUQXk	Delicate Machinery	3309	6.6180	Delicate
aFCJ6	Medical Equipment	1846	3.6920	Delicate
6gjSW	Electronics	450	0.2250	Normal
FtjzZ	Medical Equipment	581	1.1620	Delicate
u7WD3	Food	5282	4.2256	Normal
3s2u6	Medical Equipment	1191	2.3820	Delicate
quj4E	Automobile Parts	11239	22.4780	Normal
Fys5W	Apparel	209	0.0418	Normal
hxUuj	Automobile Parts	23915	47.8300	Normal
Z0fTc	Delicate Machinery	29735	59.4700	Delicate
FXAwJ	Automobile Parts	5823	11.6460	Normal
6ASa2	Delicate Machinery	107	0.2140	Delicate
wYgWK	Home Appliances	7690	7.6900	Normal
MgSPj	Medical Equipment	2327	4.6540	Delicate
zbnf2	Delicate Machinery	3590	7.1800	Delicate
TyF1X	Arts and Crafts	339	0.3390	Delicate
yn7Ef	Apparel	351	0.0702	Normal
fFBXm	Food	21332	17.0656	Normal
Dv3yT	Apparel	835	0.1670	Normal
CKbDy	Bottled Products	3034	3.0340	Normal
1sd3K	Bottled Beverages	5179	5.1790	Normal
CGhSI	Food	14169	11.3352	Normal
uAz38	Food	10227	8.1816	Normal
TG9kV	Home Appliances	1581	1.5810	Normal
P1Tq9	Food	16696	13.3568	Normal
JFS7n	Automobile Parts	13900	27.8000	Normal
Q1rF9	Machinery	24280	48.5600	Normal
GpLm9	Home Appliances	13372	13.3720	Normal
wP1Xd	Chemicals	455	0.4550	Dangerous
xliXP	Bottled Beverages	12436	12.4360	Normal
BE1xg	Apparel	817	0.1634	Normal
aS8NB	Delicate Machinery	42149	84.2980	Delicate
hCH4v	Automobile Parts	13164	26.3280	Normal
YFxv9	Bottled Beverages	9539	9.5390	Normal
NdaXe	Home Appliances	29698	29.6980	Normal
2q4gc	Delicate Machinery	6022	12.0440	Delicate
AOSR4	Furniture	6639	6.6390	Normal
2jZT5	Chemicals	300	0.3000	Dangerous
etRWk	Arts and Crafts	631	0.6310	Delicate
r8Ma3	Food	1793	1.4344	Normal
OyY17	Medical Equipment	1974	3.9480	Delicate
0aPQF	Furniture	4438	4.4380	Normal
uTzHY	Machinery	51603	103.2060	Normal
amoHt	Delicate Machinery	47893	95.7860	Delicate
N9ypx	Bottled Products	7506	7.5060	Normal
7I4yc	Apparel	475	0.0950	Normal
Cso2f	Bottled Products	3498	3.4980	Normal
CRzP7	Apparel	343	0.0686	Normal
fv9Vk	Food	2359	1.8872	Normal
17LQT	Home Appliances	19027	19.0270	Normal
VwJqg	Bottled Products	9623	9.6230	Normal
ufHrK	Bottled Beverages	9221	9.2210	Normal
BRpd1	Chemicals	289	0.2890	Dangerous
r5Z86	Bottled Beverages	6473	6.4730	Normal
bgHMU	Apparel	835	0.1670	Normal
rKoRn	Machinery	69799	139.5980	Normal
LJdvl	Delicate Machinery	34213	68.4260	Delicate
FeNaV	Automobile Parts	16656	33.3120	Normal
KI0Fu	Electronics	959	0.4795	Normal
Q1FHf	Arts and Crafts	563	0.5630	Delicate
F7enB	Electronics	116	0.0580	Normal
TKCiF	Bottled Products	1910	1.9100	Normal
aRs4k	Furniture	11481	11.4810	Normal
VeJt6	Electronics	247	0.1235	Normal
I5Xur	Machinery	10693	21.3860	Normal
0SjXZ	Chemicals	266	0.2660	Dangerous
rqWHc	Furniture	370	0.3700	Normal
do6mU	Machinery	48315	96.6300	Normal
aY8Lg	Chemicals	177	0.1770	Dangerous
uDQAk	Furniture	2002	2.0020	Normal
OVX9l	Bottled Products	1129	1.1290	Normal
zErFy	Medical Equipment	1002	2.0040	Delicate
O3hl2	Machinery	53204	106.4080	Normal
4a2wZ	Food	5430	4.3440	Normal
li4Br	Chemicals	309	0.3090	Dangerous
NDfih	Arts and Crafts	702	0.7020	Delicate
HzcFt	Food	19646	15.7168	Normal
